-348.13,0.13187
-341.76,0.23028
-335.77,0.22972
-330.9,0.22926
-324.15,0.26162
-315.91,0.29385
-308.42,0.45816
-300.56,0.55643
-296.06,0.65502
-288.2,0.85229
-281.09,1.0166
-274.72,1.049
-267.23,1.2464
-260.87,1.4108
-255.63,1.5423
-251.13,1.7069
-244.02,1.9372
-236.91,2.1676
-232.04,2.2661
-227.93,2.3978
-223.43,2.4633
-218.95,2.727
-212.21,2.9903
-207.35,3.1549
-202.11,3.3194
-194.99,3.5498
-187.51,3.8131
-182.27,3.9776
-176.66,4.1751
-170.67,4.3726
-165.8,4.5701
-161.31,4.7677
-156.45,4.8993
-151.21,5.1298
-142.6,5.393
-135.5,5.8214
-129.88,6.0519
-125.02,6.3155
-118.66,6.5789
-113.05,6.7764
-105.93,6.7757
-99.934,6.8081
-92.439,6.8074
-84.195,6.8067
-73.701,6.7727
-66.956,6.772
-56.466,6.837
-48.971,6.8363
-41.102,6.8356
-30.985,6.8676
-20.869,6.8997
-14.498,6.8991
-5.8807,6.9313
-2.8829,6.931
