-359.13,0.45455
-341.91,0.22727
-327.28,0.22727
-318.67,0.22727
-298.01,0.22727
-279.93,0.22727
-266.15,0.45455
-247.21,0.68182
-235.16,0.45455
-218.81,0.22727
-205.9,0.22727
-194.7,0.22727
-184.37,0.45455
-175.75,0.90909
-166.25,1.8182
-161.06,2.7273
-156.73,3.6364
-151.56,3.8636
-147.22,5
-146.35,5.4545
-134.29,5.4545
-128.23,6.8182
-123.9,7.5
-118.74,7.5
-110.94,9.0909
-104.91,9.5455
-100.63,8.6364
-93.766,7.7273
-84.257,9.0909
-79.047,10.682
-73.849,11.818
-68.631,13.636
-59.162,13.636
-53.977,14.318
-49.646,15.227
-47.879,16.818
-43.548,17.727
-40.105,17.727
-38.39,17.5
-38.292,20.909
-34.803,22.5
-32.116,26.136
-31.144,30
